Date of Comment;Country;Comment Title;FULL COMMENT;Our Comments;Service-On Board/Off Board;Punctuality;Airplane Infrastructure;Other Factors;Positive Comment;;;;;;;;;;;;;;;;;;;
2024-07-23T00:33:48.000Z;RO;;terrible experience. They cancelled the flight and did not offered any reason. They said they dont have any alternative flight back and then they kept us 7 hours in the airport until they offered us a hotel for the night at 70km distance from airport and they did not offered any transport back to the airport in the morning. They did not offered us water or food during the waiting time as the law says. The staff operators there where very unpolite and rude with us and shouted many times at all of us when asking for information. They did not refund our expenses because of the cancelled flight and we ended up spending more than 500 euros to come back home, I almost lost my job because it took 3 days to return home. Wizz air are a rude company who dont respect any law and any of theyr customers. The time we waited for accomodation in hotel there were mothers with small babies and children and also they did not care to offer food or water to them. And we waited 7 hours to get a translort to a hotel and first time they sent a minivan with 8 places and after another hour of waiting they send a normal big bus to take us all to hotel. I will never fly this rude company and I hope this company will dissapear as soon as posible for the terrible things they do and the way they treat people and mothers with small childrens.;rude staff shouthing;YES;YES;NO;lack of compensation, additional expenses incurred;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T20:42:12.000Z;PL;;"scammers, 8 hours delay and they don't want to pay me compensation
0.01 star??";;NO;YES;NO;no compensation;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T19:37:20.000Z;RO;;"Complete scam of a company..

1. We made an online check in for me,my wife and son. They decided to put us separately and we are on the same booking jus so they can make you pay for seat change..
2. When i came from Romania i came with 3x 10kg bags to board thinking everything would be fine when leaving cyprus back to romania.. Then jus before boarding plane they stopped me and made me pay for all 3 bags 180euros..

They are a scam airlines, i recommend you to never use them and to go ryanair.. Never ever had these issues with them.";;NO;NO;NO;extra fees for sitting together and for luggage;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T19:25:29.000Z;NL;;"Wizz Air: Greedy and Unreliable

I encountered frequent flight delays that were poorly managed and rarely communicated effectively.
The lack of transparency and customer support during these delays was frustrating and indicative of a company that prioritizes profit over passenger care.

On top of that, the initial low fares are deceptive, as I found myself facing numerous hidden fees and additional charges.
It became evident that Wizz Air is more focused on extracting as much money as possible from its customers rather than providing a reliable and straightforward travel experience.

In conclusion, Wizz Air's practices have left me thoroughly disillusioned.
I strongly advise against using their services and recommend seeking out other airlines that offer better reliability and customer service.";;YES;YES;NO;communication issues, hidden fees;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T18:29:57.000Z;GB;;I can't leave less than 1 star.VERY ROOD AGENTS ON GATE 33. THEY want you to pay for luggage if it is rigid even if you have the corrwct size. THIS IS STEALING FROM YOUR CUSTOMER. should make this clear before you book with thwm, not to show you picture with bag and claim that the bag is the only one you can carry free in the cabin. I will ask them to pay my luggage as it was left on airport. And as I know that they are sooo rude with reason and thay are inpunishable , I hope YOU DO NOT BOOK WITH THEM OR TO BE READY TO STAY WITHOUT BAG. VARY DISAPPOINTEDFROM THE COMPANY WIZZAIR!!!!!;;YES;NO;NO;extra fees, bag left at the airport, no clear communication;YES;;;;;;;;;;;;;;;;;;;
2024-07-22T15:57:28.000Z;GB;;Wheelchair ordered through wizz air for disabled passenger on arrival at Tel Aviv did not arrive causing lots of issues.;;NO;NO;NO;ordered wheelchair did not arrive;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T15:38:18.000Z;FR;;This is the worst airline Service i have experienced in any country. Denied boarding due to overbooking of flight, charged 96 Euros for checkin at the airport just for airport checkin, kept us waiting for 3 hours just to talk about rebooking options and even then all the staff women were very rude and unhelpful. Avoid this airline if you want to save yourself from this kind of experience. To me it felt like a SCAM or FRAUD.;;YES;NO;NO;overbooking/denied boarding, extra fees for airport check-in;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T13:18:56.000Z;GB;;Flight from Liverpool delayed 3 h. No explanation or any. No food or drink offered. Again wizzair didn't disappoint with horrible service. Usual;;YES;YES;NO;no compensation;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T11:58:38.000Z;GB;;Do not book with these fools. Lost my bag. Offered to check it for free as busy flight and then it was gone. It has taken them 7 months to respond to me. Absolutely gutted about my bag. They are slippery and try every tactic to get out of helping or responding to you.;;YES;NO;NO;lost luggage, long respond time (7 months);NO;;;;;;;;;;;;;;;;;;;
2024-07-22T10:15:23.000Z;IE;;"Avoid this company. I decided not to fly with them and requested a refund, as I had purchased WIZZ Flex with my tickets. After calling customer service and spending money on the call, my issue was not resolved. Initially, I was told I was not eligible for a refund, but after repeatedly mentioning that I had WIZZ Flex, they still couldn’t help and advised me to file an online complaint for a refund. The response to my complaint stated that I was not eligible for a refund.

I want to advise everyone not to buy go-and-return tickets together. I couldn’t cancel my flight because I had used the first flight segment. The customer service is the worst I’ve experienced, even worse than Ryanair. It's impossible to contact them through chat, and phone calls result in no positive outcomes.

I also had another problem with the same flight. I bought my tickets three months in advance and, not being a UK resident, I also purchased a connecting flight. A few weeks later, I received an email stating that the scheduled time had changed to 8 hours earlier, forcing me to rebook my connecting flight. I would arrive in the UK later than my new flight to the final destination. I filed an online complaint and requested reimbursement for the rebooked ticket but was denied. I also contacted ODR with no success.

Additionally, their virtual assistant, Amelia, is useless. When you ask to be connected to live agents, she directs you to call customer service instead.

This organization is very unhelpful. I will avoid this company in the future, even if their tickets are very cheap.";;YES;NO;NO;no refund, hard to reach customer service, useless virtual assistant (Amelia), changing flight schedule;NO;;;;;;;;;;;;;;;;;;;
2024-07-22T05:49:34.000Z;RO;;"Always with delays, they sit you for long periods of time in the airplane with no air conditioning. Why do they do that ?

The costs are actualy not low-cost but the services are.

Flying hours are always obscure.

If you have any other option don't fly with wizzair. Take the buss.";;NO;YES;YES;obscure flying hours;NO;;;;;;;;;;;;;;;;;;;
2024-07-21T19:03:24.000Z;RO;;"Short: Awful service. Small legroom. Expensive water, I did not buy anything because of that. Toilets: dirty, nobody cleaned it. Boarding took so long... No entertainment. And who gave the pilot the licence?! He prob. learned on Microsoft Flight Simulator to be honest. Worst experience so far in Europe. Ryanair could have done it better .????
The only reason I gave one star is because staff was nice and helpful (helped some disabled guy get on plane and troughout the whole flight they were able to manage each passenger, and made the babies stop crying).??????

PS: They delayed the flight 3.30 hours bruh uncool man ????";;YES;YES;YES;no in-flight entertainment;;;;;;;;;;;;;;;;;;;;
